4482,0,35,0,0,0,10,289,175,0,995
0,950,0,0,0,0,0,0,0,0,0
1,0,1997,0,0,0,0,0,0,1,0
117,32,5,0,0,6,619,8,1207,0,0
991,0,1,0,0,0,0,0,1004,0,1
0,0,0,0,0,1999,0,0,0,0,0
39,0,7,0,0,0,3838,6,98,0,0
0,0,0,0,0,0,0,1996,1,1,0
403,0,0,0,0,0,214,38,2316,21,0
0,0,0,0,0,0,0,0,0,1970,0
0,0,0,0,0,0,0,0,0,0,999
